0.847261, 0.286361, 0.0, 0.217792, 0.0, 0.019135, 1.0, 0
0.362655, 0.535267, 0.0, 0.705246, 0.695953, 0.01237, 0.318986, 0
0.421531, 0.650093, 0.0, 0.50667, 0.652083, 0.0, 0.27394, 0
0.429671, 0.39351, 0.0, 0.434855, 0.605774, 0.072899, 0.523039, 0
0.584255, 0.102349, 0.0, 0.476406, 0.560152, 0.126978, 0.707716, 0
0.385864, 0.610039, 0.0, 0.498986, 0.687237, 0.0, 0.270773, 0
0.0, 1.0, 0.0, 0.010405, 0.531241, 0.0, 0.085032, 1
0.433603, 0.588811, 0.0, 0.727672, 0.616454, 0.0, 0.357804, 0
0.842054, 0.756316, 0.498016, 0.545417, 0.412888, 0.122045, 0.414198, 0
0.388054, 0.494373, 0.0, 0.665525, 0.697882, 0.021696, 0.351218, 0
1.0, 0.037905, 0.0, 0.562778, 0.482497, 0.093874, 0.752231, 0
0.478837, 0.701692, 0.171415, 0.431566, 0.498949, 0.0, 0.404881, 1
0.57363, 0.302251, 0.0, 0.113141, 0.301706, 0.009378, 0.808936, 0
0.556686, 0.499898, 0.223082, 0.320344, 0.536066, 0.051706, 0.517095, 0
0.396365, 0.678159, 0.0, 0.467089, 0.625202, 0.0, 0.285113, 0
0.306407, 0.644273, 0.0, 0.624883, 0.675847, 0.0, 0.254602, 0
0.420471, 0.68397, 0.0, 0.447197, 0.622978, 0.0, 0.280975, 0
0.613203, 0.554432, 0.299986, 0.404192, 0.539411, 0.061478, 0.470401, 0
0.818648, 0.913613, 0.413098, 0.314006, 0.393862, 0.049642, 0.305305, 0
0.410524, 0.677321, 0.0, 0.503249, 0.641321, 0.0, 0.261706, 0
0.406446, 0.656251, 0.0, 0.503137, 0.665658, 0.0, 0.250812, 0
0.379634, 0.631863, 0.0, 0.604956, 0.638595, 0.0, 0.308537, 0
0.336627, 0.267673, 0.0, 0.39822, 0.683296, 0.058456, 0.533381, 0
0.36596, 0.673321, 0.0, 0.583911, 0.626929, 0.0, 0.2867, 0
0.343691, 0.570372, 0.0, 0.485081, 0.724394, 0.0, 0.264471, 0
0.214517, 0.427859, 0.0, 0.075956, 0.649373, 0.0, 0.475558, 0
0.396759, 0.33365, 0.07188, 0.359022, 0.661453, 0.020087, 0.514747, 0
0.173785, 0.12446, 0.0, 0.258472, 1.0, 0.410068, 0.292305, 0
0.477104, 0.559034, 0.0, 0.772746, 0.651528, 0.012492, 0.336868, 0
0.401707, 0.57313, 0.0, 0.510176, 0.720996, 0.0, 0.262801, 0
0.5493, 0.441723, 0.0, 0.385346, 0.462426, 0.050043, 0.614514, 0
0.317795, 0.305727, 0.0, 0.451319, 0.784211, 0.14926, 0.412813, 0
0.67378, 0.50907, 0.0, 0.323405, 0.25417, 0.029994, 0.734364, 0
0.329971, 0.700944, 0.0, 0.576312, 0.636026, 0.0, 0.251775, 0
0.418806, 0.03328, 0.0, 0.140033, 0.462815, 0.0, 0.816973, 0
0.369306, 0.657244, 0.0, 0.616709, 0.633247, 0.0, 0.291479, 0
0.439325, 0.0, 0.0, 0.134433, 0.442051, 0.0, 0.843725, 0
0.396374, 0.69077, 0.0, 0.656934, 0.596565, 0.007752, 0.299624, 0
0.487145, 0.601029, 0.0, 0.456019, 0.797541, 0.220062, 0.092204, 0
0.333872, 0.593675, 0.0, 0.077576, 0.490887, 0.0, 0.505591, 1
0.464218, 0.596442, 0.0, 0.209942, 0.441934, 0.015535, 0.542609, 0
0.384776, 0.552856, 0.0, 0.528412, 0.720315, 0.0, 0.279496, 0
0.516543, 0.429553, 0.0, 0.331199, 0.444779, 0.051567, 0.637122, 0
0.396393, 0.584035, 0.0, 0.701805, 0.655577, 0.006204, 0.322428, 0
0.450524, 0.550247, 0.0, 0.534201, 0.527567, 0.0, 0.485953, 1
0.35684, 0.543001, 0.0, 0.736909, 0.69166, 0.006179, 0.315468, 0
0.19965, 0.547373, 0.374284, 0.362223, 0.817017, 0.0, 0.177913, 1
0.362655, 0.535267, 0.0, 0.705246, 0.695953, 0.01237, 0.318986, 0
0.421531, 0.650093, 0.0, 0.50667, 0.652083, 0.0, 0.27394, 0
0.385864, 0.610039, 0.0, 0.498986, 0.687237, 0.0, 0.270773, 0
0.0, 1.0, 0.0, 0.010405, 0.531241, 0.0, 0.085032, 1
0.433603, 0.588811, 0.0, 0.727672, 0.616454, 0.0, 0.357804, 0
0.388054, 0.494373, 0.0, 0.665525, 0.697882, 0.021696, 0.351218, 0
0.478837, 0.701692, 0.171415, 0.431566, 0.498949, 0.0, 0.404881, 1
0.396365, 0.678159, 0.0, 0.467089, 0.625202, 0.0, 0.285113, 0
0.306407, 0.644273, 0.0, 0.624883, 0.675847, 0.0, 0.254602, 0
0.420471, 0.68397, 0.0, 0.447197, 0.622978, 0.0, 0.280975, 0
0.818648, 0.913613, 0.413098, 0.314006, 0.393862, 0.049642, 0.305305, 0
0.410524, 0.677321, 0.0, 0.503249, 0.641321, 0.0, 0.261706, 0
0.406446, 0.656251, 0.0, 0.503137, 0.665658, 0.0, 0.250812, 0
0.803255, 0.435965, 0.0, 0.848905, 0.702087, 1.0, 0.156301, 0
0.379634, 0.631863, 0.0, 0.604956, 0.638595, 0.0, 0.308537, 0
0.36596, 0.673321, 0.0, 0.583911, 0.626929, 0.0, 0.2867, 0
0.343691, 0.570372, 0.0, 0.485081, 0.724394, 0.0, 0.264471, 0
0.173785, 0.12446, 0.0, 0.258472, 1.0, 0.410068, 0.292305, 0
0.477104, 0.559034, 0.0, 0.772746, 0.651528, 0.012492, 0.336868, 0
0.401707, 0.57313, 0.0, 0.510176, 0.720996, 0.0, 0.262801, 0
0.317795, 0.305727, 0.0, 0.451319, 0.784211, 0.14926, 0.412813, 0
0.329971, 0.700944, 0.0, 0.576312, 0.636026, 0.0, 0.251775, 0
0.369306, 0.657244, 0.0, 0.616709, 0.633247, 0.0, 0.291479, 0
0.770829, 0.425798, 0.0, 0.840095, 0.714868, 0.997147, 0.151672, 0
0.396374, 0.69077, 0.0, 0.656934, 0.596565, 0.007752, 0.299624, 0
0.487145, 0.601029, 0.0, 0.456019, 0.797541, 0.220062, 0.092204, 0
