0,udp,domain_u,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.001957,0,0,0,0,0.5,1,0,0.039216,0.011765,0.3,0.3,0.3,0,0,0,0,0,normal.,null,null
0,tcp,ftp_data,SF,0.000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.301961,0.129412,0.34,0.08,0.34,0.06,0,0,0,0,normal.,null,null
0,tcp,ftp_data,SF,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019569,0.019569,0,0,0,0,1,0,0,0.360784,0.172549,0.43,0.07,0.43,0.05,0,0,0,0,normal.,null,null
0,tcp,ftp_data,SF,0.000133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039139,0.039139,0,0,0,0,1,0,0,0.403922,0.211765,0.49,0.06,0.49,0.04,0,0,0,0,normal.,null,null
0.000347,tcp,ftp,SF,0.000004,0.000147,0,0,0,0.039604,0,1,0,0,0,0,0,0,0,0,0,1,0.003914,0.001957,0,0,0,0,0.5,1,0,0.701961,0.188235,0.27,0.04,0.01,0,0.01,0.02,0.02,0,normal.,null,null
0,tcp,ftp_data,SF,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.001957,0,0,0,0,0.5,1,0,0.682353,0.219608,0.32,0.03,0.32,0,0,0,0,0,normal.,null,null
0,tcp,ftp_data,SF,0.000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,0.054902,0.152941,0.43,0.14,0.43,0.05,0,0,0,0,normal.,null,null
0,tcp,ftp_data,SF,0.000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019569,0.019569,0,0,0,0,1,0,0,0.094118,0.192157,0.67,0.08,0.67,0.04,0,0,0,0,normal.,null,null
0,icmp,eco_i,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003914,0.003914,0,0,0,0,1,0,0,1,0.011765,0.01,0.01,0.01,0,0,0,0,0,normal.,null,null
0,tcp,other,SF,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017613,0.001957,0,0,0,0,0.11,0.56,0,0.098039,0.003922,0.04,0.4,0.76,0,0,0,0,0,normal.,null,null
