37,0,76,0,28,18,40,48,8,1
37,0,101,-7,28,0,64,73,8,1
37,0,78,-2,12,0,42,65,24,1
37,-5,76,0,28,0,40,48,8,1
37,0,74,0,26,-1,38,48,10,1
37,0,106,0,36,3,68,69,2,1
37,0,108,0,30,-21,71,77,6,1
37,0,105,0,34,4,68,71,4,1
55,-1,79,-4,20,-12,24,59,34,4
37,0,78,0,20,-10,41,57,16,1
37,0,75,0,28,16,38,46,8,1
37,-3,77,0,20,0,40,56,16,1
37,0,77,0,2,17,40,74,34,1
37,0,106,-1,34,0,68,72,4,1
37,0,78,-5,8,0,41,70,30,1
37,0,77,0,8,-8,41,70,28,1
37,0,76,-5,28,6,39,47,8,1
37,0,93,0,12,7,56,81,24,1
37,0,92,0,24,3,55,69,14,1
38,0,102,-4,34,0,65,69,4,1
37,0,106,17,28,0,69,77,8,1
37,0,79,0,26,-22,42,53,12,1
37,0,97,0,24,-30,60,73,14,1
37,0,78,0,16,-11,42,63,22,1
37,0,78,0,12,-10,41,65,24,1
37,0,104,-9,28,0,67,75,8,1
37,0,81,2,26,0,44,55,10,1
37,0,79,0,26,-4,42,53,12,1
37,0,83,1,24,0,46,59,14,1
37,0,90,0,30,9,53,59,6,1
37,0,78,0,12,11,41,65,24,1
37,0,97,-6,34,0,59,63,4,1
37,2,90,0,28,0,53,62,8,1
55,-1,79,-8,20,-13,23,58,34,4
37,0,81,0,18,-26,44,63,18,1
37,0,83,0,8,24,46,75,30,1
37,0,79,-1,6,-23,43,74,32,1
37,0,77,0,26,-19,41,52,10,1
37,0,103,0,24,16,66,80,14,1
37,-6,78,0,10,0,42,68,26,1
37,-38,106,-104,30,-17,69,75,6,3
37,0,75,0,20,11,38,54,16,1
37,0,78,0,6,-4,41,73,32,1
37,0,93,0,16,4,55,77,22,1
37,0,79,-4,24,0,42,55,14,1
37,0,84,0,18,-25,47,66,18,1
37,4,106,0,18,0,68,88,20,1
37,0,76,-2,26,1,39,50,12,1
37,0,77,0,2,-11,40,75,34,1
37,0,83,0,6,-5,47,78,32,1
37,0,106,0,28,-9,69,78,8,1
37,-1,76,-3,20,-7,39,55,16,1
37,0,77,1,20,0,40,56,16,1
37,-15,78,0,10,0,42,68,26,1
37,0,79,0,10,13,42,68,26,1
37,0,104,-2,16,-14,67,89,22,1
55,0,92,0,30,-7,37,61,24,4
37,0,78,0,8,21,41,70,30,1
37,0,78,0,12,-9,41,65,24,1
37,0,93,-7,12,0,55,80,24,1
37,0,79,3,8,0,42,71,30,1
37,0,95,0,18,22,58,77,20,1
37,0,76,0,20,-20,40,55,16,1
37,0,106,0,34,-12,69,72,4,1
37,0,79,0,10,224,42,69,26,1
37,2,97,0,34,-2,60,64,4,1
37,0,95,1,10,0,58,84,26,1
37,0,77,0,26,-7,41,52,10,1
37,0,79,-5,26,0,43,54,10,1
37,0,75,0,20,5,38,54,16,1
37,0,96,0,18,-29,59,78,18,1
37,0,81,0,24,-18,44,57,14,1
37,0,77,5,26,0,40,51,10,1
37,0,83,-1,18,0,47,65,18,1
37,0,75,0,26,23,38,49,12,1
37,0,77,0,26,-2,41,52,10,1
55,0,78,0,24,-24,23,55,32,4
37,0,77,0,28,511,40,48,8,1
37,0,81,0,24,-5,44,57,14,1
37,0,76,0,28,24,39,48,8,1
37,0,78,-4,28,0,41,50,8,1
37,0,81,0,20,6,44,60,16,1
37,0,95,-2,18,-10,58,77,18,1
37,0,106,0,24,-2,69,83,14,1
37,0,106,7,36,0,69,70,2,1
37,0,78,0,10,20,41,68,26,1
37,0,98,0,30,-13,61,67,6,1
37,0,95,0,16,-7,58,79,22,1
37,0,83,0,16,-24,47,68,22,1
37,0,78,0,18,-5,41,60,18,1
37,0,77,4,8,0,41,70,28,1
37,0,77,-2,8,0,40,69,28,1
37,0,81,-4,20,1,44,61,16,1
37,0,106,0,24,-13,68,82,14,1
37,-4,90,0,28,0,53,62,8,1
55,-4,80,-2,20,-7,25,59,34,4
38,-2,92,0,26,31,54,66,12,1
37,0,105,0,18,22,68,87,18,1
37,0,83,0,8,21,46,75,30,1
37,0,95,0,10,14,58,84,26,1
37,0,80,0,12,11,43,67,24,1
37,0,104,0,26,-25,66,78,12,1
37,0,81,0,12,-1,44,68,24,1
37,0,105,5,18,0,68,87,18,1
37,0,107,1,30,0,70,76,6,1
37,0,95,0,10,0,58,84,26,1
37,0,75,0,28,43,38,46,8,1
37,0,83,0,6,2,46,78,32,1
37,0,105,-1,24,-4,68,82,14,1
37,0,78,0,2,28,41,75,34,1
37,0,82,0,16,1,45,66,22,1
37,0,100,0,34,-11,64,67,4,1
37,0,76,0,26,-9,39,50,10,1
37,0,77,1,26,9,40,51,12,1
37,0,80,0,28,-6,43,52,8,1
37,0,79,0,24,24,42,55,14,1
37,0,75,0,24,-17,38,52,14,1
37,0,83,0,28,10,46,54,8,1
37,0,75,0,26,-8,38,49,12,1
55,0,95,0,36,29,40,59,20,4
37,1,76,0,20,0,39,55,16,1
37,-1,79,0,28,0,42,51,8,1
37,0,83,0,6,-10,47,78,32,1
37,0,76,0,28,21,39,48,8,1
37,0,80,5,26,0,43,54,10,1
37,0,78,-6,28,0,41,50,8,1
37,0,105,0,24,5,68,82,14,1
37,0,76,2,30,25,40,45,6,1
37,0,106,-3,24,0,69,82,14,1
37,0,76,0,20,18,40,55,16,1
37,0,83,0,34,21,46,49,2,1
37,0,104,0,16,-11,67,89,22,1
55,-1,79,-3,26,-6,23,53,30,4
37,0,94,-6,16,0,57,79,22,1
38,0,93,0,34,21,55,59,4,1
37,0,105,0,18,6,68,87,18,1
37,0,90,0,36,28,53,54,2,1
37,-2,80,0,18,-7,43,62,18,1
37,0,95,3,10,0,58,84,26,1
37,3,75,0,20,19,38,54,16,1
37,0,104,-1,16,-5,67,88,22,1
37,0,78,0,2,11,42,75,34,1
37,-16,106,-19,30,-13,69,75,6,1
37,0,108,0,30,-16,71,77,6,1
37,1,90,0,28,4,53,62,8,1
37,2,109,16,26,0,71,83,12,1
37,-1,106,-9,28,0,69,78,8,1
37,0,76,7,26,-7,39,50,12,1
56,3,77,0,18,31,22,59,38,4
