0.007502,0.02,0.12,0.01,0.503705,0.039936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.003922,0,0.01,0,0,0,0,0,0,{mixture}
0,0.03,0.1,0.01,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.990215,0,0,0,0,1,0,0,0.388235,0.384314,0.99,0.02,0.99,0,0,0,0,0,{mixture}
0,0.03,0.1,0.01,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990215,1,0,0,0,0,1,0,0,0.258824,0.254902,0.98,0.03,0.98,0,0,0,0,0,{mixture}
0,0.01,0.08,0.01,0.000002,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.035294,0.015686,0.44,0.44,1,0,0,0,0,0,{mixture}
0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0.012563,0,0,0.009112,0,0,0.25,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.003922,0,0.01,0,0,0,0,0,0,{mixture}
0,0.02,0.12,0.03,0.00002,0.00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,1,1,0,0,1,0,0,0.003922,0.278431,1,0,1,1,0,0,0,0,{mixture}
0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,1,0.003922,0,0.02,0,0,0,1,0,0,{mixture}
0.048202,0.01,0.08,0.01,0.000002,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.003922,0.019608,1,0,1,1,0,0,0,0,{mixture}
0.030772,0.02,0.16,0.01,0.000049,0.010559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.003922,0.168627,1,0,1,1,0,0,0,0,{mixture}
0,0.03,0.1,0.01,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76908,0.741683,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,{mixture}
0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0.001957,0,0,0,0,1,0,0,0.003922,0.101961,1,0,1,0,0,0,0,0,{mixture}
0,0.03,0.1,0.01,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,{mixture}
